repo_id,label,group,group_name,target_block_count,residual_idx,mixed_mass,forced_mix_l1,forced_mix_l1_per_mixed_mass,observed_attn_share,count_attn_share
Jonnester/LR-AttnRes-Full-16,Projected LR-AttnRes Full r=16,lr_attnres,Projected LR-AttnRes,8,41,0.9706660427334832,0.15077769594887896,0.15533426462954794,0.49600996023886507,0.5211560887325433
Jonnester/LR-AttnRes-Full-16,Projected LR-AttnRes Full r=16,lr_attnres,Projected LR-AttnRes,8,42,0.9797020784117342,0.14791081482317386,0.15097529961655565,0.4361698832365857,0.5
Jonnester/LR-AttnRes-Full-16,Projected LR-AttnRes Full r=16,lr_attnres,Projected LR-AttnRes,8,43,0.9523580255501759,0.17062437317023682,0.17915990477600832,0.4769733056498743,0.5
Jonnester/LR-AttnRes-Full-16,Projected LR-AttnRes Full r=16,lr_attnres,Projected LR-AttnRes,8,44,0.9790417397682505,0.12696689505099765,0.12968486418265687,0.4444778213427555,0.5
Jonnester/LR-AttnRes-Full-16,Projected LR-AttnRes Full r=16,lr_attnres,Projected LR-AttnRes,8,45,0.9743023083234826,0.18528854223296326,0.1901756165925502,0.49158109394168004,0.5159749300907787
Jonnester/LR-AttnRes-Full-16,Projected LR-AttnRes Full r=16,lr_attnres,Projected LR-AttnRes,8,46,0.9774745283496937,0.10892252942804635,0.11143260133023034,0.45538868618679396,0.5
Jonnester/LR-AttnRes-Full-16,Projected LR-AttnRes Full r=16,lr_attnres,Projected LR-AttnRes,8,47,0.9764573265821106,0.13740353528410196,0.1407163749439568,0.5102102484951193,0.5154505982323015
Jonnester/LR-AttnRes-Full-16,Projected LR-AttnRes Full r=16,lr_attnres,Projected LR-AttnRes,8,48,0.9820406039896595,0.11710562806470487,0.11924723640646731,0.5567006058377902,0.5
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,1,0.0,0.0,0.0,0.0,0.0
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,2,0.5969582095863373,0.1967806605304159,0.3296389217375455,0.33518053913122725,0.5
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,3,0.5736833200222109,0.07351060659904791,0.12813795352495494,0.6025976899041892,0.6666666666666666
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,4,0.7873208061829815,0.16759280418235115,0.21286469615208015,0.3935676519239599,0.5
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,5,0.7104087224820765,0.10088416468806374,0.1420086233395157,0.5289956883302421,0.6
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,6,0.7953445318995452,0.18836127233699088,0.23682978229211182,0.3815851088539441,0.5
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,7,0.546674018862044,0.09812533719147135,0.17949515397810367,0.41025242301094816,0.5
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,8,0.8082607993628921,0.15268290551697333,0.1889030194676334,0.4055484902661833,0.5
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,9,0.82141233408233,0.0904020273043373,0.11005681745129033,0.5729555891681926,0.5932855610935502
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,10,0.8909216127926257,0.11648847819949562,0.1307505357675164,0.4346247321162418,0.5
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,11,0.8463549586694415,0.06871244078729219,0.08118631560369816,0.5264986073657286,0.5670917651675778
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,12,0.9375553889184949,0.10640523900709505,0.11349221631570745,0.44325389184214625,0.5
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,13,0.8106293106163905,0.10324906282187482,0.127369022399851,0.4363154888000745,0.5
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,14,0.9390381317494846,0.09191897993044154,0.09788631241118073,0.45105684379440963,0.5
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,15,0.910839624884652,0.05673929638050117,0.062293399222378566,0.5406613111723919,0.5592766226839941
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,16,0.9520953605935826,0.0450780199976956,0.047346118743391175,0.47632694062830444,0.5
