repo_id,label,group,group_name,attnres_num_blocks,lrid_rank,matched_full_repo_id,matched_full_label,block_embedding_mean,block_attention_mean,block_mlp_mean,full_embedding_mean,full_attention_mean,full_mlp_mean,delta_embedding,delta_attention,delta_mlp,type_makeup_l1_distance,paper_val_loss,matched_full_val_loss,effective_sources
Jonnester/LR-AttnRes-n4,Standard AttnRes n=4,standard_attnres,Standard AttnRes,4,,Jonnester/LR-AttnRes-Full,Standard AttnRes Full,0.1974467953031059,0.4333465010906732,0.3692067035997337,0.0942323860880505,0.39875072274888446,0.5070168909376483,0.10321440921505541,0.03459577834178873,-0.13781018733791467,0.2756203748947588,2.9797,2.9752,1.996830314922785
Jonnester/LR-AttnRes-n8,Standard AttnRes n=8,standard_attnres,Standard AttnRes,8,,Jonnester/LR-AttnRes-Full,Standard AttnRes Full,0.13007706441310948,0.4721769633399365,0.39774597199544054,0.0942323860880505,0.39875072274888446,0.5070168909376483,0.035844678325058985,0.07342624059105202,-0.1092709189422078,0.21854183785831882,2.9778,2.9752,3.0098543530355304
Jonnester/LR-AttnRes-n16,Standard AttnRes n=16,standard_attnres,Standard AttnRes,16,,Jonnester/LR-AttnRes-Full,Standard AttnRes Full,0.09531638001645144,0.4270534571397386,0.4776301625162538,0.0942323860880505,0.39875072274888446,0.5070168909376483,0.0010839939284009448,0.028302734390854123,-0.02938672842139456,0.05877345674064963,2.9673,2.9752,5.152480764884936
Jonnester/LR-AttnRes-tail-r64-n4,Sliced LR-AttnRes n=4 r=64,sliced_lr_attnres,Sliced LR-AttnRes,4,64,Jonnester/LR-AttnRes-tail-r64,Sliced LR-AttnRes Full r=64,0.3245322862110002,0.37555480558909,0.29991290838036927,0.14831065026024826,0.4050277813584929,0.44666156726261486,0.17622163595075196,-0.029472975769402887,-0.1467486588822456,0.35244327060240044,2.9533,2.9638,2.664063183777539
Jonnester/LR-AttnRes-tail-r64-n8,Sliced LR-AttnRes n=8 r=64,sliced_lr_attnres,Sliced LR-AttnRes,8,64,Jonnester/LR-AttnRes-tail-r64,Sliced LR-AttnRes Full r=64,0.24383736591972915,0.4265142250910625,0.3296484089046574,0.14831065026024826,0.4050277813584929,0.44666156726261486,0.0955267156594809,0.021486443732569638,-0.11701315835795745,0.23402631775000798,2.948,2.9638,4.029968905820433
Jonnester/LR-AttnRes-tail-r64-n16,Sliced LR-AttnRes n=16 r=64,sliced_lr_attnres,Sliced LR-AttnRes,16,64,Jonnester/LR-AttnRes-tail-r64,Sliced LR-AttnRes Full r=64,0.19018338913120691,0.39807301585212546,0.41174359443932335,0.14831065026024826,0.4050277813584929,0.44666156726261486,0.04187273887095866,-0.006954765506367422,-0.03491797282329151,0.08374547720061759,2.9494,2.9638,7.009765331358284
Jonnester/LR-AttnRes-n4-r32,Projected LR-AttnRes n=4 r=32,lr_attnres,Projected LR-AttnRes,4,32,Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,0.08403243588639846,0.47961339863520847,0.43635416543430355,0.10804727052017886,0.4373100364596052,0.4546426927562308,-0.024014834633780402,0.042303362175603265,-0.01828852732192726,0.08460672413131093,2.9488,2.9538,2.422028277018852
Jonnester/LR-AttnRes-LR-n8-r32,Projected LR-AttnRes n=8 r=32,lr_attnres,Projected LR-AttnRes,8,32,Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,0.08778656193536016,0.47954476022294257,0.432668677804154,0.10804727052017886,0.4373100364596052,0.4546426927562308,-0.020260708584818696,0.04223472376333737,-0.021974014952076792,0.08446944730023286,2.9477,2.9538,3.9570008026067485
Jonnester/LR-AttnRes-n16-r32,Projected LR-AttnRes n=16 r=32,lr_attnres,Projected LR-AttnRes,16,32,Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,0.0866788291226603,0.4512471730437306,0.4620739977069404,0.10804727052017886,0.4373100364596052,0.4546426927562308,-0.02136844139751856,0.013937136584125376,0.007431304950709594,0.04273688293235353,2.9543,2.9538,7.507141988411505
