repo_id,label,group,residual_idx,category,count,mass_mean,mass_std
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,14,embedding,1007616,0.05071209065192114,0.01328931777683376
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,14,partial,1007616,0.558759766865552,0.07051385522032753
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,15,completed,1007616,0.28186456774308427,0.10153757839588723
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,15,embedding,1007616,0.06091101764421153,0.03740027948301869
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,15,partial,1007616,0.6572244157636069,0.113012730876235
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,16,completed,1007616,0.18557826193367563,0.05819998295147747
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,16,embedding,1007616,0.03493126502972308,0.015572145606962852
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,16,partial,1007616,0.7794904742783647,0.0649136690740459
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,17,completed,1007616,0.2790386802781888,0.08301042168188014
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,17,embedding,1007616,0.035671145238769734,0.017771973503760547
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,17,partial,1007616,0.6852901733018518,0.09253086444480306
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,18,completed,1007616,0.17012417122600523,0.07079689937569386
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,18,embedding,1007616,0.016697550555918275,0.007502032889421041
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,18,partial,1007616,0.8131782790509666,0.07497026583280758
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,19,completed,1007616,0.07489501457752251,0.05575774884173237
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,19,embedding,1007616,0.0157160208431807,0.01304613847433373
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,19,partial,1007616,0.9093889632845312,0.06528224053087937
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,20,completed,1007616,0.23666024547282274,0.08464102807146544
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,20,embedding,1007616,0.017226171982663917,0.008244169726725403
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,20,partial,1007616,0.7461135809014483,0.0891782381567451
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,21,completed,1007616,0.10229448750009382,0.05565666827061503
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,21,embedding,1007616,0.018463081778670714,0.012964392502910685
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,21,partial,1007616,0.8792424323112984,0.06388894566385434
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,22,completed,1007616,0.1835259259716282,0.07033667722227221
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,22,embedding,1007616,0.013896161940221379,0.007016286236743865
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,22,partial,1007616,0.8025779157150082,0.07510261214474553
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,23,completed,1007616,0.3561482645147215,0.149803777705692
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,23,embedding,1007616,0.046376453121987786,0.025776134881615814
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,23,partial,1007616,0.597475283998784,0.16674294671563294
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,24,completed,1007616,0.9852152805987412,0.007942528263700665
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,24,embedding,1007616,0.01478471759918744,0.0079424265443882
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,25,completed,1007616,0.6686893517408914,0.06471492915917891
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,25,embedding,1007616,0.027559551069649253,0.011423305544367088
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,25,partial,1007616,0.30375109625056507,0.06562685928808562
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,26,completed,1007616,0.5890085915239845,0.05704786371064922
